pattern_label,entry_emotion,entry_sentiment,dominant_trigger,time_bucket,mood_swing_index,pattern_confidence
Stable Positive,surprise,neutral,work_studies,Afternoon,0.676,89
Stable Positive,surprise,neutral,time_pressure,Late Night,0.27,92
Stable Positive,anger,neutral,work_studies,Evening,0.833,64
Stable Positive,surprise,negative,growth_positive,Evening,0.711,62
Stable Positive,love,negative,growth_positive,Morning,0.856,55
Stable Positive,sadness,neutral,health_sleep,Morning,0.392,96
Stable Positive,sadness,positive,growth_positive,Morning,0.612,81
Stable Positive,joy,positive,relationships,Afternoon,0.156,62
Stable Positive,love,neutral,relationships,Afternoon,0.392,93
Stable Positive,fear,positive,work_studies,Morning,0.469,85
Stable Positive,sadness,negative,health_sleep,Morning,0.193,76
Stable Positive,love,negative,relationships,Late Night,0.275,71
Stable Positive,anger,negative,growth_positive,Morning,0.764,69
Stable Positive,fear,positive,time_pressure,Evening,0.48,61
Stable Positive,anger,negative,growth_positive,Morning,0.847,88
Stable Positive,anger,neutral,health_sleep,Morning,0.505,85
Stable Positive,sadness,neutral,social_media,Late Night,0.217,64
Stable Positive,love,positive,health_sleep,Evening,0.772,81
Stable Positive,fear,positive,social_media,Evening,0.345,59
Stable Positive,surprise,negative,health_sleep,Afternoon,0.507,70
Stable Positive,joy,neutral,time_pressure,Late Night,0.753,95
Stable Positive,surprise,neutral,time_pressure,Late Night,0.863,71
Stable Positive,surprise,positive,work_studies,Morning,0.671,74
Stable Positive,fear,neutral,growth_positive,Late Night,0.92,92
Stable Positive,love,neutral,relationships,Afternoon,0.41,79
Stable Positive,joy,negative,work_studies,Afternoon,0.346,58
Stable Positive,love,negative,growth_positive,Late Night,0.444,64
Stable Positive,joy,neutral,relationships,Late Night,0.257,74
Stable Positive,fear,positive,social_media,Morning,0.269,95
Stable Positive,love,neutral,work_studies,Evening,0.669,70
Stable Positive,fear,positive,work_studies,Evening,0.745,75
Stable Positive,surprise,neutral,health_sleep,Late Night,0.154,80
Stable Positive,surprise,positive,work_studies,Late Night,0.384,84
Stable Positive,surprise,neutral,time_pressure,Evening,0.8,64
Stable Positive,sadness,positive,time_pressure,Morning,0.471,86
Stable Positive,fear,negative,social_media,Morning,0.56,67
Stable Positive,joy,neutral,growth_positive,Morning,0.459,82
Stable Positive,love,negative,health_sleep,Late Night,0.891,70
Stable Positive,sadness,negative,work_studies,Morning,0.977,75
Stable Positive,anger,neutral,growth_positive,Late Night,0.427,65
Stable Positive,fear,positive,social_media,Late Night,0.845,62
Stable Positive,surprise,neutral,social_media,Evening,0.707,74
Stable Positive,fear,negative,health_sleep,Afternoon,0.558,65
Stable Positive,fear,negative,work_studies,Evening,0.466,90
Stable Positive,fear,negative,growth_positive,Late Night,0.179,81
Stable Positive,anger,positive,social_media,Morning,0.337,81
Stable Positive,joy,negative,growth_positive,Morning,0.236,69
Stable Positive,fear,positive,health_sleep,Afternoon,0.567,65
Stable Positive,love,negative,social_media,Morning,0.806,59
Stable Positive,sadness,negative,time_pressure,Afternoon,0.773,57
Stable Positive,love,negative,time_pressure,Afternoon,0.584,82
Stable Positive,fear,negative,relationships,Morning,0.661,78
Stable Positive,sadness,negative,time_pressure,Late Night,0.993,70
Stable Positive,love,neutral,health_sleep,Late Night,0.372,93
Stable Positive,joy,negative,health_sleep,Afternoon,0.655,83
Stable Positive,surprise,negative,work_studies,Evening,0.901,55
Stable Positive,love,neutral,health_sleep,Afternoon,0.843,57
Stable Positive,joy,negative,time_pressure,Late Night,0.927,77
Stable Positive,joy,positive,growth_positive,Afternoon,0.89,58
Stable Positive,sadness,positive,growth_positive,Afternoon,0.367,87
Stable Positive,love,positive,health_sleep,Late Night,0.135,67
Stable Positive,fear,negative,relationships,Evening,0.504,80
Stable Positive,fear,neutral,health_sleep,Evening,0.116,60
Stable Positive,love,positive,time_pressure,Evening,0.989,72
Stable Positive,surprise,neutral,health_sleep,Late Night,0.497,92
Stable Positive,anger,negative,social_media,Afternoon,0.865,84
Stable Positive,surprise,positive,work_studies,Afternoon,0.329,79
Stable Positive,fear,negative,social_media,Evening,0.536,94
Stable Positive,surprise,negative,health_sleep,Afternoon,0.527,59
Stable Positive,love,positive,relationships,Morning,0.881,56
Stable Positive,love,negative,work_studies,Late Night,0.382,88
Stable Positive,joy,negative,work_studies,Afternoon,0.822,83
Stable Positive,fear,positive,health_sleep,Evening,0.247,64
Stable Positive,love,positive,time_pressure,Evening,0.397,89
Stable Positive,anger,negative,relationships,Evening,0.246,95
Stable Positive,surprise,negative,health_sleep,Evening,0.345,83
Stable Positive,anger,positive,social_media,Late Night,0.667,92
Stable Positive,surprise,neutral,health_sleep,Morning,0.181,88
Stable Positive,sadness,neutral,health_sleep,Afternoon,0.969,94
Stable Positive,sadness,negative,growth_positive,Late Night,0.58,75
Stable Positive,joy,negative,time_pressure,Morning,0.209,60
Stable Positive,fear,negative,relationships,Late Night,0.418,60
Stable Positive,anger,positive,health_sleep,Evening,0.428,90
Stable Positive,joy,neutral,growth_positive,Morning,0.706,58
Stable Positive,fear,negative,growth_positive,Morning,0.42,85
Stable Positive,fear,neutral,health_sleep,Morning,0.269,82
Stable Positive,joy,positive,social_media,Evening,0.76,68
Stable Positive,love,positive,work_studies,Late Night,0.979,93
Stable Positive,love,positive,time_pressure,Afternoon,0.801,70
Stable Positive,fear,neutral,growth_positive,Morning,0.112,94
Stable Positive,surprise,negative,growth_positive,Late Night,0.252,59
Stable Positive,love,positive,time_pressure,Afternoon,0.703,94
Stable Positive,joy,negative,relationships,Morning,0.477,57
Stable Positive,joy,negative,time_pressure,Afternoon,0.192,67
Stable Positive,anger,negative,growth_positive,Morning,0.118,68
Stable Positive,anger,neutral,time_pressure,Morning,0.536,58
Stable Positive,sadness,positive,work_studies,Evening,0.945,78
Stable Positive,joy,neutral,work_studies,Late Night,0.948,92
Stable Positive,joy,positive,growth_positive,Evening,0.937,92
Stable Positive,love,negative,health_sleep,Afternoon,0.218,77
Stable Positive,surprise,negative,health_sleep,Afternoon,0.332,65
Stable Positive,surprise,positive,health_sleep,Morning,0.93,74
Stable Positive,sadness,positive,health_sleep,Evening,0.564,95
Stable Positive,sadness,positive,growth_positive,Morning,0.296,95
Stable Positive,joy,positive,health_sleep,Afternoon,0.984,82
Stable Positive,surprise,neutral,work_studies,Evening,0.84,85
Stable Positive,surprise,negative,relationships,Late Night,0.91,69
Stable Positive,joy,neutral,growth_positive,Morning,0.209,56
Stable Positive,surprise,negative,growth_positive,Morning,0.826,90
Stable Positive,fear,negative,time_pressure,Late Night,0.575,76
Stable Positive,sadness,positive,relationships,Afternoon,0.756,77
Stable Positive,surprise,negative,social_media,Evening,0.297,57
Stable Positive,joy,neutral,work_studies,Morning,0.279,80
Stable Positive,joy,positive,time_pressure,Afternoon,0.533,75
Stable Positive,joy,negative,work_studies,Evening,0.154,70
Stable Positive,surprise,negative,work_studies,Morning,0.456,85
Stable Positive,love,negative,relationships,Late Night,0.663,70
Stable Positive,fear,positive,relationships,Afternoon,0.112,72
Stable Positive,surprise,neutral,health_sleep,Late Night,0.806,55
Stable Positive,sadness,negative,health_sleep,Afternoon,0.932,80
Stable Positive,love,neutral,health_sleep,Late Night,0.221,88
Stable Positive,fear,positive,health_sleep,Afternoon,0.644,55
Stable Positive,joy,neutral,growth_positive,Late Night,0.397,59
Stable Positive,joy,positive,social_media,Afternoon,0.645,71
Stable Positive,joy,neutral,social_media,Late Night,0.417,84
Stable Positive,love,neutral,relationships,Late Night,0.347,77
Stable Positive,love,neutral,social_media,Morning,0.783,83
Stable Positive,joy,positive,work_studies,Afternoon,0.245,92
Stable Positive,sadness,neutral,relationships,Evening,0.256,65
Stable Positive,joy,positive,social_media,Evening,0.763,68
Stable Positive,sadness,positive,health_sleep,Afternoon,0.789,58
Stable Positive,surprise,positive,relationships,Afternoon,0.659,79
Stable Positive,joy,positive,work_studies,Afternoon,0.637,55
Stable Positive,love,negative,social_media,Late Night,0.678,56
Stable Positive,sadness,positive,time_pressure,Evening,0.238,56
Stable Positive,surprise,positive,relationships,Evening,0.454,68
Stable Positive,joy,neutral,time_pressure,Morning,0.492,65
Stable Positive,sadness,neutral,work_studies,Evening,0.318,85
Stable Positive,anger,negative,health_sleep,Late Night,0.866,55
Stable Positive,anger,positive,relationships,Late Night,0.219,86
Stable Positive,fear,positive,work_studies,Morning,0.762,86
Stable Positive,fear,positive,growth_positive,Afternoon,0.393,84
Stable Positive,surprise,positive,social_media,Late Night,0.914,86
Stable Positive,anger,neutral,social_media,Morning,0.308,92
Stable Positive,joy,negative,health_sleep,Morning,0.308,86
Stable Positive,anger,negative,social_media,Evening,0.156,74
Stable Positive,sadness,positive,relationships,Morning,0.191,92
Stable Positive,love,neutral,time_pressure,Evening,0.246,94
Stable Positive,anger,positive,growth_positive,Afternoon,0.749,84
Stable Positive,joy,neutral,social_media,Evening,0.899,66
Stable Positive,love,negative,work_studies,Evening,0.47,69
Stable Positive,love,positive,health_sleep,Evening,0.234,64
Stable Positive,joy,positive,relationships,Morning,0.464,90
Stable Positive,surprise,negative,growth_positive,Morning,0.875,78
Stable Positive,anger,neutral,time_pressure,Evening,0.586,85
Stable Positive,joy,positive,health_sleep,Morning,0.566,55
Stable Positive,sadness,neutral,relationships,Morning,0.754,90
Stable Positive,love,neutral,social_media,Evening,0.248,69
Stable Positive,surprise,negative,social_media,Evening,0.108,59
Stable Positive,fear,neutral,social_media,Morning,0.915,90
Stable Positive,joy,positive,relationships,Late Night,0.284,79
Stable Positive,sadness,positive,relationships,Evening,0.489,66
Stable Positive,fear,negative,relationships,Late Night,0.209,86
Stable Positive,surprise,negative,health_sleep,Afternoon,0.404,77
Stable Positive,joy,negative,health_sleep,Late Night,0.352,90
Stable Positive,anger,negative,social_media,Afternoon,0.52,77
Stable Positive,love,neutral,relationships,Evening,0.44,83
Stable Positive,sadness,negative,health_sleep,Late Night,0.15,87
Stable Positive,anger,negative,time_pressure,Morning,0.48,86
Stable Positive,anger,positive,social_media,Morning,0.715,79
Stable Positive,joy,positive,growth_positive,Late Night,0.925,58
Stable Positive,joy,neutral,time_pressure,Morning,0.197,82
Stable Positive,anger,neutral,work_studies,Afternoon,0.799,64
Stable Positive,anger,neutral,social_media,Late Night,0.607,95
Stable Positive,love,positive,work_studies,Morning,0.356,74
Stable Positive,love,neutral,social_media,Evening,0.449,76
Stable Positive,anger,positive,growth_positive,Morning,0.262,66
Stable Positive,sadness,neutral,time_pressure,Morning,0.482,94
Stable Positive,joy,positive,social_media,Afternoon,0.806,62
Stable Positive,fear,neutral,health_sleep,Evening,0.841,59
Stable Positive,love,negative,time_pressure,Late Night,0.565,64
Stable Positive,sadness,neutral,social_media,Late Night,0.535,82
Stable Positive,surprise,negative,time_pressure,Evening,0.626,90
Stable Positive,fear,positive,time_pressure,Late Night,0.841,88
Stable Positive,anger,negative,social_media,Late Night,0.933,60
Stable Positive,love,neutral,time_pressure,Afternoon,0.354,88
Stable Positive,joy,neutral,growth_positive,Late Night,0.116,82
Stable Positive,sadness,positive,time_pressure,Late Night,0.336,83
Stable Positive,sadness,neutral,time_pressure,Late Night,0.749,65
Stable Positive,fear,neutral,social_media,Morning,0.311,59
Stable Positive,anger,neutral,growth_positive,Afternoon,0.459,58
Stable Positive,fear,neutral,time_pressure,Afternoon,0.141,95
Stable Positive,sadness,neutral,social_media,Afternoon,0.954,56
Stable Positive,fear,negative,growth_positive,Evening,0.739,81
Stable Positive,sadness,neutral,relationships,Morning,0.677,64
Stable Positive,anger,negative,social_media,Morning,0.753,70
Stable Positive,surprise,positive,relationships,Morning,0.343,60
Stable Positive,anger,neutral,health_sleep,Evening,0.865,71
Stable Positive,anger,neutral,growth_positive,Morning,0.326,74
Stable Positive,sadness,neutral,health_sleep,Evening,0.155,88
Stable Positive,surprise,negative,growth_positive,Afternoon,0.98,77
Stable Positive,joy,positive,health_sleep,Evening,0.724,59
Stable Positive,anger,neutral,relationships,Afternoon,0.746,89
Stable Positive,sadness,negative,social_media,Evening,0.237,70
Stable Positive,anger,positive,time_pressure,Morning,0.477,83
Stable Positive,fear,neutral,growth_positive,Morning,0.348,85
Stable Positive,fear,negative,health_sleep,Afternoon,0.456,94
Stable Positive,joy,negative,growth_positive,Morning,0.311,63
Stable Positive,anger,positive,health_sleep,Afternoon,0.354,84
Stable Positive,surprise,negative,social_media,Afternoon,0.787,60
Stable Positive,surprise,positive,time_pressure,Morning,0.132,65
Stable Positive,anger,negative,social_media,Late Night,0.112,56
Stable Positive,joy,positive,time_pressure,Morning,0.533,57
Stable Positive,love,neutral,social_media,Evening,0.916,65
Stable Positive,fear,positive,growth_positive,Evening,0.277,60
Stable Positive,anger,positive,work_studies,Morning,0.782,93
Stable Positive,love,negative,work_studies,Late Night,0.986,81
Stable Positive,surprise,positive,relationships,Late Night,0.726,60
Stable Positive,anger,negative,health_sleep,Late Night,0.6,80
Stable Positive,anger,neutral,time_pressure,Evening,0.683,73
Stable Positive,anger,negative,social_media,Late Night,0.105,81
Stable Positive,sadness,neutral,relationships,Afternoon,0.448,95
Stable Positive,surprise,neutral,time_pressure,Evening,0.644,90
Stable Positive,surprise,positive,social_media,Late Night,0.968,59
Stable Positive,surprise,positive,growth_positive,Late Night,0.31,73
Stable Positive,sadness,positive,health_sleep,Afternoon,0.955,60
Stable Positive,surprise,positive,growth_positive,Late Night,0.771,82
Stable Positive,surprise,negative,relationships,Evening,0.532,88
Stable Positive,sadness,neutral,growth_positive,Morning,0.351,92
Stable Positive,fear,neutral,growth_positive,Morning,0.116,57
Stable Positive,surprise,positive,health_sleep,Late Night,0.629,62
Stable Positive,fear,positive,social_media,Evening,0.744,65
Stable Positive,love,negative,time_pressure,Late Night,0.147,82
Stable Positive,anger,negative,work_studies,Afternoon,0.784,75
Stable Positive,fear,negative,time_pressure,Morning,0.362,55
Stable Positive,fear,neutral,growth_positive,Afternoon,0.453,57
Stable Positive,anger,negative,health_sleep,Late Night,0.293,86
Stable Positive,anger,positive,social_media,Evening,0.196,74
Stable Positive,anger,negative,relationships,Morning,0.319,88
Stable Positive,love,positive,relationships,Afternoon,0.747,77
Stable Positive,anger,positive,time_pressure,Afternoon,0.514,70
Stable Positive,love,positive,time_pressure,Morning,0.546,94
Stable Positive,love,neutral,social_media,Morning,0.354,68
Stable Positive,love,neutral,work_studies,Morning,0.109,68
Stable Positive,joy,positive,relationships,Evening,0.125,80
Stable Positive,joy,negative,work_studies,Evening,0.563,87
Stable Positive,fear,positive,growth_positive,Late Night,0.637,85
Stable Positive,sadness,positive,social_media,Afternoon,0.82,58
Stable Positive,love,positive,work_studies,Morning,0.659,62
Stable Positive,anger,neutral,growth_positive,Afternoon,0.205,79
Stable Positive,love,negative,work_studies,Evening,0.517,67
Stable Positive,love,neutral,growth_positive,Afternoon,0.705,71
Stable Positive,fear,neutral,work_studies,Late Night,0.671,55
Stable Positive,love,negative,work_studies,Afternoon,0.906,88
Stable Positive,surprise,positive,health_sleep,Afternoon,0.597,65
Stable Positive,sadness,positive,relationships,Afternoon,0.513,75
Stable Positive,surprise,negative,health_sleep,Late Night,0.723,76
Stable Positive,love,positive,growth_positive,Evening,0.125,59
Stable Positive,love,neutral,social_media,Late Night,0.236,81
Stable Positive,love,negative,relationships,Late Night,0.547,86
Stable Positive,surprise,negative,social_media,Late Night,0.211,55
Stable Positive,love,neutral,relationships,Afternoon,0.643,63
Stable Positive,joy,positive,time_pressure,Late Night,0.291,94
Stable Positive,anger,negative,social_media,Late Night,0.418,74
Stable Positive,love,neutral,health_sleep,Late Night,0.519,95
Stable Positive,joy,negative,growth_positive,Morning,0.611,86
Stable Positive,anger,positive,work_studies,Afternoon,0.572,74
Stable Positive,surprise,positive,relationships,Afternoon,0.888,89
Stable Positive,joy,positive,relationships,Afternoon,0.163,55
Stable Positive,joy,negative,growth_positive,Afternoon,0.434,67
Stable Positive,anger,neutral,social_media,Evening,0.687,90
Stable Positive,anger,positive,relationships,Evening,0.458,72
Stable Positive,joy,neutral,time_pressure,Evening,0.297,83
Stable Positive,fear,positive,work_studies,Afternoon,0.268,77
Stable Positive,fear,neutral,social_media,Morning,0.969,79
Stable Positive,love,negative,growth_positive,Afternoon,0.68,78
Stable Positive,sadness,negative,growth_positive,Late Night,0.784,92
Stable Positive,sadness,neutral,time_pressure,Morning,0.334,66
Stable Positive,anger,neutral,social_media,Morning,0.332,55
Stable Positive,joy,neutral,health_sleep,Evening,0.754,90
Stable Positive,love,neutral,work_studies,Evening,0.312,66
Stable Positive,anger,negative,relationships,Late Night,0.741,69
Stable Positive,anger,neutral,health_sleep,Evening,0.632,95
Stable Positive,joy,positive,health_sleep,Late Night,0.783,76
Stable Positive,sadness,neutral,growth_positive,Afternoon,0.887,95
Stable Positive,love,positive,work_studies,Morning,0.492,89
Stable Positive,fear,neutral,relationships,Afternoon,0.189,57
Stable Positive,joy,neutral,time_pressure,Afternoon,0.403,57
Stable Positive,joy,positive,health_sleep,Evening,0.864,84
Stable Positive,joy,neutral,relationships,Evening,0.819,60
Stable Positive,anger,neutral,health_sleep,Afternoon,0.351,68
Stable Positive,joy,positive,relationships,Evening,0.554,90
Stable Positive,anger,negative,time_pressure,Afternoon,0.635,69
Stable Positive,love,negative,relationships,Afternoon,0.676,80
Stable Positive,joy,neutral,relationships,Evening,0.14,80
Stable Positive,sadness,negative,social_media,Morning,0.339,70
Stable Positive,anger,positive,social_media,Evening,0.952,75
Stable Positive,fear,neutral,work_studies,Late Night,0.979,55
Stable Positive,fear,positive,health_sleep,Late Night,0.732,94
Stable Positive,love,neutral,social_media,Afternoon,0.527,79
Stable Positive,sadness,positive,work_studies,Evening,0.905,66
Stable Positive,fear,negative,health_sleep,Late Night,0.355,89
Stable Positive,joy,positive,social_media,Evening,0.348,86
Stable Positive,love,neutral,work_studies,Evening,0.235,61
Stable Positive,love,negative,relationships,Morning,0.612,58
Stable Positive,sadness,negative,relationships,Late Night,0.559,75
Stable Positive,fear,positive,work_studies,Afternoon,0.12,65
Stable Positive,joy,positive,time_pressure,Afternoon,0.938,77
Stable Positive,anger,positive,relationships,Afternoon,0.281,71
Stable Positive,joy,positive,time_pressure,Evening,0.975,84
Stable Positive,love,neutral,relationships,Morning,0.838,81
Stable Positive,joy,neutral,growth_positive,Afternoon,0.278,59
Stable Positive,love,neutral,time_pressure,Evening,0.555,75
Stable Positive,joy,positive,health_sleep,Morning,0.832,73
Stable Positive,fear,negative,relationships,Morning,0.607,68
Stable Positive,sadness,positive,work_studies,Late Night,0.941,59
Stable Positive,anger,positive,growth_positive,Evening,0.874,60
Stable Positive,love,positive,time_pressure,Late Night,0.642,87
Stable Positive,surprise,negative,social_media,Evening,0.119,74
Stable Positive,fear,neutral,growth_positive,Morning,0.11,80
Stable Positive,sadness,positive,relationships,Morning,0.168,83
Stable Positive,fear,negative,social_media,Morning,0.518,73
Stable Positive,love,neutral,social_media,Morning,0.98,66
Stable Positive,sadness,neutral,health_sleep,Late Night,0.893,74
Stable Positive,surprise,negative,time_pressure,Morning,0.518,95
Stable Positive,joy,negative,time_pressure,Morning,0.755,86
Stable Positive,love,negative,relationships,Afternoon,0.525,91
Stable Positive,love,positive,work_studies,Morning,0.244,75
Stable Positive,love,neutral,health_sleep,Afternoon,0.924,60
Stable Positive,love,neutral,social_media,Late Night,0.812,62
Stable Positive,fear,positive,growth_positive,Evening,0.716,72
Stable Positive,anger,positive,time_pressure,Late Night,0.174,86
Stable Positive,joy,positive,relationships,Morning,0.843,73
Stable Positive,love,negative,social_media,Evening,0.302,75
Stable Positive,surprise,positive,health_sleep,Late Night,0.673,70
Stable Positive,love,positive,social_media,Morning,0.871,61
Stable Positive,surprise,neutral,time_pressure,Evening,0.35,92
Stable Positive,anger,neutral,work_studies,Late Night,0.221,91
Stable Positive,surprise,negative,health_sleep,Late Night,0.652,87
Stable Positive,surprise,negative,work_studies,Late Night,0.241,58
Stable Positive,love,positive,health_sleep,Afternoon,0.809,56
Stable Positive,sadness,positive,time_pressure,Afternoon,0.818,55
Stable Positive,anger,positive,social_media,Evening,0.403,65
Stable Positive,love,positive,health_sleep,Evening,0.616,87
Stable Positive,anger,negative,relationships,Afternoon,0.856,69
Stable Positive,sadness,negative,time_pressure,Morning,0.979,68
Stable Positive,love,positive,work_studies,Morning,0.572,66
Stable Positive,joy,negative,work_studies,Afternoon,0.435,75
Stable Positive,joy,positive,work_studies,Late Night,0.839,93
Stable Positive,anger,positive,growth_positive,Late Night,0.362,94
Stable Positive,fear,negative,work_studies,Late Night,0.118,73
Stable Positive,anger,negative,health_sleep,Morning,0.42,76
Stable Positive,sadness,negative,relationships,Afternoon,0.961,62
Stable Positive,fear,neutral,work_studies,Evening,0.783,77
Stable Positive,love,negative,work_studies,Morning,0.326,71
Stable Positive,love,positive,time_pressure,Evening,0.371,86
Stable Positive,love,neutral,health_sleep,Afternoon,0.371,96
Stable Positive,love,neutral,social_media,Late Night,0.819,80
Stable Positive,joy,neutral,work_studies,Late Night,0.886,55
Stable Positive,fear,negative,social_media,Morning,0.112,60
Stable Positive,love,positive,health_sleep,Morning,0.922,62
Stable Positive,anger,negative,time_pressure,Late Night,0.516,75
Stable Positive,sadness,positive,time_pressure,Afternoon,0.431,65
Stable Positive,surprise,negative,growth_positive,Evening,0.371,77
Stable Positive,joy,negative,time_pressure,Evening,0.376,88
Stable Positive,love,neutral,work_studies,Evening,0.814,94
Stable Positive,sadness,neutral,social_media,Late Night,0.542,78
Stable Positive,surprise,neutral,work_studies,Evening,0.22,87
Stable Positive,joy,negative,growth_positive,Evening,0.231,62
Stable Positive,sadness,positive,health_sleep,Late Night,0.769,81
Stable Positive,joy,positive,work_studies,Evening,0.39,70
Stable Positive,sadness,positive,health_sleep,Morning,0.783,63
Stable Positive,surprise,positive,relationships,Morning,0.539,68
Stable Positive,surprise,neutral,relationships,Afternoon,0.56,67
Stable Positive,joy,negative,work_studies,Evening,0.469,55
Stable Positive,love,positive,health_sleep,Evening,0.199,72
Stable Positive,love,positive,growth_positive,Afternoon,0.297,69
Stable Positive,joy,positive,social_media,Afternoon,0.897,57
Stable Positive,anger,neutral,time_pressure,Afternoon,0.758,58
Stable Positive,surprise,negative,health_sleep,Morning,0.164,81
Stable Positive,fear,negative,growth_positive,Afternoon,0.94,87
Stable Positive,fear,negative,social_media,Afternoon,0.465,56
Stable Positive,joy,neutral,time_pressure,Morning,0.553,67
Stable Positive,joy,neutral,health_sleep,Late Night,0.83,72
Stable Positive,sadness,negative,health_sleep,Evening,0.107,77
Stable Positive,anger,negative,relationships,Evening,0.165,80
Stable Positive,love,neutral,health_sleep,Afternoon,0.269,92
Stable Positive,joy,neutral,social_media,Morning,0.247,95
Stable Positive,joy,neutral,work_studies,Morning,0.522,56
Stable Positive,joy,neutral,growth_positive,Afternoon,0.854,84
Stable Positive,surprise,positive,time_pressure,Evening,0.464,88
Stable Positive,anger,neutral,social_media,Late Night,0.835,82
Stable Positive,joy,positive,work_studies,Late Night,0.54,73
Stable Positive,surprise,negative,relationships,Morning,0.411,79
Stable Positive,anger,negative,relationships,Afternoon,0.953,85
Stable Positive,anger,neutral,social_media,Afternoon,0.364,89
Stable Positive,joy,positive,health_sleep,Morning,0.555,55
Stable Positive,joy,positive,social_media,Evening,0.417,72
Stable Positive,surprise,negative,relationships,Late Night,0.936,75
Stable Positive,sadness,negative,relationships,Morning,0.822,61
Stable Positive,surprise,neutral,relationships,Morning,0.278,57
Stable Positive,anger,negative,growth_positive,Evening,0.229,74
Stable Positive,joy,neutral,relationships,Evening,0.489,75
Stable Positive,anger,positive,work_studies,Afternoon,0.617,70
Stable Positive,love,positive,time_pressure,Evening,0.189,92
Stable Positive,anger,negative,health_sleep,Afternoon,0.465,69
Stable Positive,sadness,negative,work_studies,Morning,0.639,62
Stable Positive,joy,positive,growth_positive,Morning,0.711,66
Stable Positive,sadness,positive,time_pressure,Late Night,0.189,90
Stable Positive,anger,positive,relationships,Morning,0.178,89
Stable Positive,fear,neutral,relationships,Afternoon,0.242,62
Stable Positive,love,negative,social_media,Afternoon,0.979,68
Stable Positive,sadness,neutral,time_pressure,Evening,0.542,67
Stable Positive,anger,positive,social_media,Late Night,0.869,89
Stable Positive,joy,negative,social_media,Evening,0.378,80
Stable Positive,sadness,neutral,time_pressure,Evening,0.568,61
Stable Positive,love,negative,health_sleep,Morning,0.531,90
Stable Positive,anger,positive,social_media,Late Night,0.489,65
Stable Positive,love,negative,growth_positive,Late Night,0.595,62
Stable Positive,love,positive,time_pressure,Morning,0.539,77
Stable Positive,surprise,neutral,time_pressure,Afternoon,0.505,73
Stable Positive,sadness,neutral,social_media,Morning,0.846,58
Stable Positive,sadness,neutral,work_studies,Late Night,0.209,63
Stable Positive,love,positive,work_studies,Morning,0.951,86
Stable Positive,joy,negative,work_studies,Evening,0.74,86
Stable Positive,love,neutral,growth_positive,Late Night,0.307,74
Stable Positive,love,positive,relationships,Afternoon,0.206,84
Stable Positive,surprise,positive,health_sleep,Morning,0.55,70
Stable Positive,love,negative,work_studies,Morning,0.475,69
Stable Positive,joy,negative,health_sleep,Evening,0.563,59
Stable Positive,joy,negative,time_pressure,Morning,0.624,86
Stable Positive,fear,negative,growth_positive,Evening,0.16,80
Stable Positive,fear,positive,time_pressure,Evening,0.593,90
Stable Positive,surprise,neutral,social_media,Evening,0.808,74
Stable Positive,anger,neutral,health_sleep,Evening,0.407,72
Stable Positive,surprise,neutral,growth_positive,Late Night,0.362,77
Stable Positive,sadness,neutral,time_pressure,Evening,0.385,66
Stable Positive,fear,negative,health_sleep,Late Night,0.903,81
Stable Positive,fear,positive,work_studies,Evening,0.432,75
Stable Positive,anger,positive,growth_positive,Late Night,0.847,68
Stable Positive,sadness,positive,work_studies,Afternoon,0.442,89
Stable Positive,joy,neutral,time_pressure,Evening,0.121,80
Stable Positive,sadness,negative,relationships,Evening,0.475,92
Stable Positive,fear,negative,work_studies,Morning,0.36,96
Stable Positive,fear,neutral,growth_positive,Afternoon,0.491,70
Stable Positive,anger,positive,relationships,Afternoon,0.285,94
Stable Positive,sadness,neutral,social_media,Late Night,0.11,56
Stable Positive,anger,positive,relationships,Morning,0.817,80
Stable Positive,sadness,negative,health_sleep,Evening,0.581,80
Stable Positive,joy,neutral,health_sleep,Morning,0.159,71
Stable Positive,joy,neutral,social_media,Evening,0.969,87
Stable Positive,fear,negative,health_sleep,Late Night,0.202,95
Stable Positive,anger,negative,work_studies,Afternoon,0.162,79
Stable Positive,sadness,negative,relationships,Late Night,0.668,70
Stable Positive,surprise,positive,work_studies,Morning,0.478,62
Stable Positive,surprise,neutral,social_media,Afternoon,0.491,94
Stable Positive,anger,positive,social_media,Late Night,0.8,89
Stable Positive,joy,positive,growth_positive,Afternoon,0.308,77
Stable Positive,sadness,positive,relationships,Evening,0.713,93
Stable Positive,fear,positive,social_media,Afternoon,0.973,96
Stable Positive,love,negative,time_pressure,Morning,0.505,92
Stable Positive,joy,negative,growth_positive,Morning,0.385,75
Stable Positive,fear,positive,health_sleep,Late Night,0.777,58
Stable Positive,surprise,negative,time_pressure,Evening,0.92,62
Stable Positive,surprise,positive,relationships,Afternoon,0.342,63
Stable Positive,anger,neutral,relationships,Late Night,0.437,92
Stable Positive,love,positive,health_sleep,Afternoon,0.813,76
Stable Positive,fear,positive,time_pressure,Late Night,0.592,78
Stable Positive,sadness,neutral,relationships,Evening,0.12,72
Stable Positive,surprise,negative,time_pressure,Afternoon,0.522,83
Stable Positive,sadness,neutral,work_studies,Afternoon,0.548,84
Stable Positive,surprise,positive,relationships,Morning,0.992,73
Stable Positive,fear,negative,work_studies,Late Night,0.641,61
Stable Positive,fear,positive,time_pressure,Morning,0.558,88
Stable Positive,anger,negative,growth_positive,Evening,0.234,78
